Original Sentence,Sentiment
卫鞅曰：法之不行，自上犯之。,1
将法太子。,1
太子，君嗣也，不可施刑，刑其傅公子虔，黥其师公孙贾。,0
明日，秦人皆趋令。,1
行之十年，秦民大说，道不拾遗，山无盗贼，家给人足。,2
民勇于公战，怯于私斗，乡邑大治。,2
秦民初言令不便者有来言令便者，卫鞅曰此皆乱化之民也，尽迁之于边城。,0
其后民莫敢议令。,0
于是以鞅为大良造。,2
将兵围魏安邑，降之。,1
居三年，作为筑冀阙宫庭于咸阳，秦自雍徙都之。,1
而令民父子兄弟同室内息者为禁。,1
而集小都乡邑聚为县，置令、丞，凡三十一县。,1
为田开阡陌封疆，而赋税平。,2
平斗桶权衡丈尺。,1
行之四年，公子虔复犯约，劓之。,0
居五年，秦人富彊，天子致胙于孝公，诸侯毕贺。,2
其明年，齐败魏兵于马陵，虏其太子申，杀将军庞涓。,0
其明年，卫鞅说孝公曰：秦之与魏，譬若人之有腹心疾，非魏并秦，秦即并魏。,1
何者？,1
魏居领厄之西，都安邑，与秦界河而独擅山东之利。,1
利则西侵秦，病则东收地。,1
今以君之贤圣，国赖以盛。,2
而魏往年大破于齐，诸侯畔之，可因此时伐魏。,1
魏不支秦，必东徙。,1
东徙，秦据河、山之固，东乡以制诸侯，此帝王之业也。,2
孝公以为然，使卫鞅将而伐魏。,1
魏使公子卬将而击之。,1
军既相距，卫鞅遗魏将公子卬书曰：吾始与公子驩，今俱为两国将，不忍相攻，可与公子面相见，盟，乐饮而罢兵，以安秦魏。,1
魏公子卬以为然。,1
会盟已，饮，而卫鞅伏甲士而袭虏魏公子卬，因攻其军，尽破之以归秦。,1
魏惠王兵数破于齐秦，国内空，日以削，恐，乃使使割河西之地献于秦以和。,0
而魏遂去安邑，徙都大梁。,1
梁惠王曰：寡人恨不用公叔座之言也。,0
卫鞅既破魏还，秦封之於、商十五邑，号为商君。,1
商君相秦十年，宗室贵戚多怨望者。,0
赵良见商君。,1
商君曰：鞅之得见也，从孟兰皋，今鞅请得交，可乎？,1
赵良曰：仆弗敢愿也。,0
孔丘有言曰：‘推贤而戴者进，聚不肖而王者退。,1
’仆不肖，故不敢受命。,0
仆闻之曰：‘非其位而居之曰贪位，非其名而有之曰贪名。,0
’仆听君之义，则恐仆贪位贪名也。,0
故不敢闻命。,0
商君曰：子不说吾治秦与？,0
赵良曰：反听之谓聪，内视之谓明，自胜之谓强。,1
虞舜有言曰：‘自卑也尚矣。,1
’君不若道虞舜之道，无为问仆矣。,0
商君曰：始秦戎翟之教，父子无别，同室而居。,1
今我更制其教，而为其男女之别，大筑冀阙，营如鲁、卫矣。,1
子观我治秦也，孰与五羖夫贤？,1
赵良曰：千羊之皮，不如一狐之掖；千人之诺诺，不如一士之谔谔。,1
武王谔谔以昌，殷纣墨墨以亡。,1
君若不非武王乎，则仆请终日正言而无诛，可乎？,1
商君曰：语有之矣：‘貌言华也，至言实也，苦言药也，甘言疾也。,1
’夫子果肯终日正言，鞅之药也。,2
鞅将事子，子又何辞焉！,1
赵良曰：夫五羖大夫，荆之鄙人也。,0
闻秦缪公之贤而愿望见，行而无资，自粥于秦客，被褐食牛。,1
期年，缪公知之，举之牛口之下，而加之百姓之上，秦国莫敢望焉。,1
相秦六七年，而东伐郑，三置晋国之君，一救荆国之祸。,1
发教封内，而巴人致贡；施德诸侯，而八戎来服。,1
由余闻之，款关请见。,1
五投大夫之相秦也，劳不坐乘，暑不张盖，行于国中，不从车乘，不操干戈，功名藏于府库，德行施于后世。,2
五羖大夫死，秦国男女流涕，童子不歌谣，舂者不相杵。,0
此五羖大夫之德也。,2
今君之见秦王也，因嬖人景监以为主，非所以为名也。,0
相秦不以百姓为事，而大筑冀阙，非所以为功也。,0
刑黥太子之师傅，残伤民以骏刑，是积怨畜祸也。,0
教之化民也深于命，民之效上也捷于令。,2
今君又左建外易，非所以为教也。,0
君又南面而称寡人，日绳秦之贵公子。,0
《诗》曰：‘相鼠有体，人而无礼；人而无礼，何不遄死。,0
’以《诗》观之，非所以为寿也。,0
公子虔杜门不出已八年矣，君又杀祝懽而黥公孙贾。,0
《诗》曰：‘得人者兴，失人者崩。,1
’此数事者，非所以得人也。,0
君之出也，后车十数，从车载甲，多力而骈胁者为骖乘，持矛而操闟戟者旁车而趋。,1
此一物不具，君固不出。,1
《书》曰：‘恃德者昌，恃力者亡。,1
’君之危若朝露，尚将欲延年益寿乎？,0
则何不归十五都，灌园于鄙，劝秦王显岩穴之士，养老存孤，敬父兄，序有功，尊有德，可以少安。,2
君尚将贪商於之富，宠秦国之教，畜百姓之怨，秦王一旦捐宾客而不立朝，秦国之所以收君者，岂其微哉？,0
亡可翘足而待。,0
商君弗从。,0
后五月而秦孝公卒，太子立。,1
公子虔之徒告商君欲反，发吏捕商君。,0
商君亡至关下，欲舍客舍。,0
客人不知其是商君也，曰：商君之法：舍人无验者坐之。,1
商君喟然叹曰：嗟乎，为法之敝一至此哉！,0
去之魏。,1
魏人怨其欺公子强而破魏师，弗受。,0
商君欲之他国。,1
魏人曰：商君，秦之贼。,0
秦强而贼入魏，弗归，不可。,1
遂内秦。商君既复入秦，走商邑，与其徒属发邑兵北出击郑。,1
秦发兵攻商君，杀之于郑黾池。,0
秦惠王车裂商君以徇，曰：莫如商鞅反者！,0
遂灭商君之家。,0
太史公曰：商君，其天资刻薄人也。,0
迹其欲干孝公以帝王术，挟持浮说，非其质矣。,1
且所因由嬖臣，及得用，刑公子虔，欺魏将卬，不师赵良之言，亦足发明商君之少恩矣。,0
余尝读商君《开塞》、《耕战》书，与其人行事相类。,1
卒受恶名于秦，有以也夫！,0
苏秦者，东周雒阳人也。,1
东事师于齐，而习之于鬼谷先生。,1
出游数岁，大困而归。,0
兄弟嫂妹妻妾窃皆笑之，曰：周人之俗，治产业，力工商，逐什二以为务。,0
今子释本而事口舌，困，不亦宜乎！,0
苏秦闻之而惭，自伤，乃闭室不出，出其书遍观之。,0
曰：夫士业已屈首受书，而不能以取尊荣，虽多亦奚以为！,0
于是得周书《阴符》，伏而读之。,1
期年，以出揣摩，曰：此可以说当世之君矣。,1
求说周显王。,1
显王左右素习知苏秦，皆少之，弗信。,0
乃西至秦。,1
秦孝公卒。,0
说惠王曰：秦四塞之国，被山带渭，东有关河，西有汉中，南有巴蜀，北有代马，此天府也。,2
以秦士民之众，兵法之教，可以吞天下，称帝而治。,1
秦王曰：毛羽未成，不可以高蜚；文理未明，不可以并兼。,0
方诛商鞅，疾辩士，弗用。,0
乃东之赵。,1
赵肃侯令其弟成为相，号奉阳君。,2
奉阳君弗说之。,0
去游燕，岁余而后得见。,1
说燕文侯曰：燕东有朝鲜、辽东，北有林胡、楼烦，西有云中、九原，南有滹沱、易水，地方二千余里，带甲数十万，车六百乘，骑六千匹，粟支数年。,1
南有碣石、雁门之饶，北有枣栗之利，民虽不佃作而足于枣栗矣。,1
此所谓天府者也。,2
夫安乐无事，不见覆军杀将，无过燕者。,2
大王知其所以然乎？,1
夫燕之所以不犯寇被甲兵者，以赵之为蔽其南也。,1
秦赵五战，秦再胜而赵三胜。,1
秦赵相毙，而王以全燕制其后，此燕之所以不犯寇也。,1
且夫秦之攻燕也，逾云中、九原，过代、上谷，弥地数千里，虽得燕城，秦计固不能守也。,0
秦之不能害燕亦明矣。,1
今赵之攻燕也，发号出令，不至十日而数十万之军军于东垣矣。,1
渡嘑沱，涉易水，不至四五日而距国都矣。,1
故曰秦之攻燕也，战于千里之外；赵之攻燕也，战于百里之内。,1
夫不忧百里之患而重千里之外，计无过于此者。,0
是故愿大王与赵从亲，天下为一，则燕国必无患矣。,1
文侯曰：子言则可，然吾国小，西迫强赵，南近齐，齐、赵强国也。,1
子必欲合从以安燕，寡人请以国从。,1
于是资苏秦车马金帛以至赵。,1
而奉阳君已死。,0
即因说赵肃侯曰：天下卿相人臣及布衣之士，皆高贤君之行义，皆愿奉教陈忠于前之日久矣。,2
虽然，奉阳君妒而君不任事，是以宾客游士莫敢自尽于前者。,0
今奉阳君捐馆舍，君乃今复与士民相亲也，臣故敢进其愚虑。,1
窃为君计者，莫若安民无事，且无庸有事于民也。,1
安民之本，在于择交，择交而得则民安，择交而不得则民终身不安。,1
请言外患。,1
齐、秦为两敌而民不得安。,0
倚秦攻齐而民不得安。,0
倚齐攻秦而民不得安。,0
故夫谋人之主，伐人之国，常苦出辞断绝人之交也。,0
愿君慎勿出于口。,1
请别白黑，所以异阴阳而已矣。,1
君诚能听臣，燕必致旃裘狗马之地，齐必致鱼盐之海，楚必致橘柚之园，韩、魏、中山皆可使致汤沐之奉，而贵戚父兄皆可以受封侯。,2
夫割地包利，五伯之所以覆军禽将而求也；,0
封侯贵戚，汤、武之所以放弑而争也。,0
今君高拱而两有之，此臣之所以为君愿也。,1
今大王与秦，则秦必弱韩、魏；与齐，则齐必弱楚、魏。,1
魏弱则割河外，韩弱则效宜阳，宜阳效则上郡绝，河外割则道不通，楚弱则无援。,1
此三策者，不可不孰计也。,1
夫秦下轵道，则南阳危；,0
劫韩包周，则赵氏自操兵；,1
据卫取卷，则齐必入朝秦。,1
秦欲已得乎山东，则必举兵而向赵矣。,1
秦甲渡河逾漳，据番吾，则兵必战于邯郸之下矣。此臣之所为君患也。,0
当今之时，山东之建国莫强于赵。,2
赵地方二千余里，带甲数十万，车千乘，骑万匹，粟支数年。,1
西有常山，南有河漳，东有清河，北有燕国。,1
燕固弱国，不足畏也。,1
秦之所害于天下者莫如赵。,0
然而秦不敢举兵伐赵者，何也？,1
畏韩、魏之议其后也。,0
然则韩、魏，赵之南蔽也。,1
秦之攻韩、魏也，无有名山大川之限，稍蚕食之，傅国都而止。,0
韩、魏不能支秦，必入臣于秦。,1
秦无韩、魏之规，则祸必中于赵矣。此臣之所为君患也。,0
臣闻尧无三夫之分，舜无咫尺之地，以有天下；禹无百人之聚，以王诸侯；汤武之士不过三千，车不过三百乘，卒不过三万，立为天子：诚得其道也。,1
是故明主外料其敌之强弱，内度其士卒贤不肖，不待两军相当而胜败存亡之机固已形于胸中矣，岂揜于众人之言而以冥冥决事哉！,0
臣窃以天下之地图案之，诸侯之地五倍于秦，料度诸侯之卒十倍于秦。,1
六国为一，并力西乡而攻秦，秦必破矣。,1
今西面而事之，见臣于秦。,1
夫破人之与破于人也，臣人之与臣于人也，岂可同日而论哉！,0
夫衡人者，皆欲割诸侯之地以予秦。,1
秦成，则高台榭，美宫室，听竽瑟之音，前有楼阙轩辕，后有长姣美人。,1
国被秦患而不与其忧。,1
是故夫衡人日夜务以秦权恐愒诸侯以求割地。,0
故愿大王孰计之也。,1
臣闻明主绝疑去谗，屏流言之迹，塞朋党之门。,2
故尊主广地强兵之计臣得陈忠于前矣。,2
故窃为大王计，莫如一韩、魏、齐、楚、燕、赵以从亲，以畔秦。,1
令天下之将相会于洹水之上，通质，刳白马而盟。,1
要约曰：‘秦攻楚，齐、魏各出锐师以佐之，韩绝其粮道，赵涉河漳，燕守常山之北。,1
秦攻韩、魏，则楚绝其后，齐出锐师而佐之，赵涉河漳，燕守云中。,1
秦攻齐，则楚绝其后，韩守城皋，魏塞其道，赵涉河漳、博关，燕出锐师以佐之。,1
秦攻燕，则赵守常山，楚军武关，齐涉勃海，韩、魏皆出锐师以佐之。,1
秦攻赵，则韩军宜阳，楚军武关，魏军河外，齐涉清河，燕出锐师以佐之。,1
诸侯有不如约者，以五国之兵共伐之。,1
’六国从亲以宾秦，则秦甲必不敢出于函谷以害山东矣。,1
如此，则霸王之业成矣。,2
赵王曰：寡人年少，立国日浅，未尝得闻社稷之长计也。,1
今上客有意存天下，安诸侯，寡人敬以国从。,2
乃饰车百乘，黄金千溢，白璧百双，锦绣千纯，以约诸侯。,1
是时周天子致文、武之胙于秦惠王。,2
惠王使犀首攻魏，禽将龙贾，取魏之雕阴，且欲东兵。,1
苏秦恐秦兵之至赵也，乃激怒张仪，入之于秦。,0
于是说韩宣王曰：韩北有巩、成皋之固，西有宜阳、商阪之塞，东有宛、穰、洧水，南有陉山，地方九百余里，带甲数十万，天下之强弓劲弩皆从韩出。,1
谿子、少府时力、距来者，皆射六百步之外。,1
韩卒超足而射，百发不暇止，远者括蔽洞胸，近者镝弇心。,1
韩卒之剑戟皆出于冥山、棠谿、墨阳、合赙、邓师、宛冯、龙渊、太阿，皆陆断牛马，水截鹄雁。,1
当敌则斩，坚甲铁幕，革抉瞂芮，无不毕具。,1
以韩卒之勇，被坚甲，蹠劲弩，带利剑，一人当百，不足言也。,2
夫以韩之劲与大王之贤，乃西面事秦，交臂而服，羞社稷而为天下笑，无大于此者矣。,0
是故愿大王孰计之。,1
大王事秦，秦必求宜阳、成皋。,0
今兹效之，明年又复求割地。,0
与则无地以给之，不与则弃前功而受后祸。,1
且大王之地有尽而秦之求无已。,0
以有尽之地而逆无已之求，此所谓市怨结祸者也，不战而地已削矣。,1
臣闻鄙谚曰：‘宁为鸡口，无为牛后。,1
’今西面交臂而臣事秦，何异于牛后乎？,0
夫以大王之贤，挟强韩之兵，而有牛后之名，臣窃为大王羞之。,0
于是韩王勃然作色，攘臂瞋目，按剑仰天太息曰：寡人虽不肖，必不能事秦。,0
今主君诏以赵王之教，敬奉社稷以从。,1
又说魏襄王曰：大王之地，南有鸿沟、陈、汝南、许、郾、昆阳、召陵、舞阳、新都、新郪，东有淮、颍、煮枣、无胥，西有长城之界，北有河外、卷、衍、酸枣，地方千里。,1
地名虽小，然而田舍庐庑之数，曾无所刍牧。,0
人民之众，车马之多，日夜行不绝，輷輷殷殷，若有三军之众。,1
臣窃量大王之国不下楚。,2
然衡人怵王交强虎狼之秦以侵天下。,0
卒有秦患，不顾其祸。,0
夫挟强秦之势以内劫其主，罪无过此者。,0
魏，天下之强国也；王，天下之贤王也。,2
今乃有意西面而事秦，称东藩，筑帝宫，受冠带，祠春秋，臣窃为大王耻之。,0
